equipment_type,manufacturer,condition,age_years,operating_hours,original_value,listing_price,location,seller_type,has_maintenance_records,has_warranty,photos_count,description_length,listing_month,price_to_original_ratio,hours_per_year,time_to_sale_days
Conveyor System,Caterpillar,Good,1.8,9800,1455855,1020859,Nevada USA,Mining Company,True,False,7,263,11,0.701,5347,39.5
Excavator,Komatsu,Fair,10.4,16343,536369,146065,Alberta Canada,Equipment Dealer,True,False,8,260,7,0.272,1575,14.0
Conveyor System,Caterpillar,Good,21.3,95255,1503107,198136,South Africa,Equipment Dealer,True,True,11,303,2,0.132,4476,20.2
Crusher,Caterpillar,Fair,25.0,124409,1071120,83320,Alberta Canada,Rental Company,True,False,17,188,10,0.078,4976,13.1
Crusher,Caterpillar,Fair,7.2,29401,1038558,365546,Chile,Mining Company,True,False,12,200,9,0.352,4067,48.2
Wheel Loader,Liebherr,Fair,2.4,6720,414966,218509,Western Australia,Mining Company,False,True,9,201,12,0.527,2770,22.2
Bulldozer,Generic,Good,9.0,14935,455024,160835,Queensland,Equipment Dealer,False,False,9,308,4,0.353,1658,19.0
Excavator,Komatsu,Fair,4.2,8482,440954,184387,Queensland,Construction Company,True,False,8,155,5,0.418,2012,44.2
Wheel Loader,Caterpillar,Good,7.8,22201,318481,122134,Chile,Mining Company,False,False,10,251,12,0.383,2845,29.8
Crusher,Caterpillar,Good,25.0,98416,865087,78286,South Africa,Rental Company,True,False,9,151,5,0.09,3937,19.9
Excavator,Liebherr,Good,5.1,12823,463712,212130,South Africa,Equipment Dealer,True,False,8,143,12,0.457,2531,12.8
Crusher,Komatsu,Excellent,4.3,17458,1049555,677136,New South Wales,Mining Company,True,False,10,179,7,0.645,4034,41.7
Wheel Loader,Caterpillar,Good,25.0,66753,353955,31701,Nevada USA,Rental Company,True,False,8,174,5,0.09,2670,18.4
Dump Truck,Liebherr,Good,7.5,26627,377385,153983,Nevada USA,Mining Company,False,True,5,214,7,0.408,3554,13.2
Conveyor System,Caterpillar,Good,2.5,15547,1680504,976032,Queensland,Equipment Dealer,False,False,8,194,1,0.581,6310,42.9
Wheel Loader,Hitachi,Good,6.8,16331,326605,133045,Western Australia,Mining Company,False,True,6,73,7,0.407,2414,12.8
Excavator,Caterpillar,Good,5.0,10371,647314,343865,New South Wales,Rental Company,True,False,14,161,4,0.531,2088,22.5
Bulldozer,Liebherr,Good,10.0,16848,566651,170153,Alberta Canada,Equipment Dealer,False,False,9,102,10,0.3,1687,19.3
Excavator,Liebherr,Good,7.1,17863,509378,230031,Nevada USA,Mining Company,False,False,5,238,6,0.452,2530,24.5
Excavator,Caterpillar,Needs Repair,3.8,6432,439695,122313,Western Australia,Equipment Dealer,True,False,8,174,10,0.278,1690,26.1
Bulldozer,Liebherr,Excellent,15.7,33115,607800,146796,Chile,Mining Company,False,False,10,162,9,0.242,2110,14.9
Dump Truck,JCB,Excellent,4.1,8758,327979,198516,Western Australia,Mining Company,True,False,8,214,9,0.605,2156,30.7
Dump Truck,Hitachi,Good,2.3,7786,332389,215823,Chile,Equipment Dealer,True,True,10,222,8,0.649,3403,13.4
Bulldozer,Volvo,Fair,3.5,5772,640073,290324,Chile,Mining Company,True,False,7,184,11,0.454,1629,38.7
Conveyor System,Volvo,Fair,5.8,40659,1432894,551194,Alberta Canada,Construction Company,True,True,8,172,5,0.385,6978,63.1
Wheel Loader,Hitachi,Excellent,1.2,3466,274909,236737,South Africa,Construction Company,False,False,6,171,12,0.861,2773,39.5
Excavator,Volvo,Fair,19.5,46784,555370,70284,Chile,Mining Company,False,True,11,261,5,0.127,2397,11.9
Bulldozer,Caterpillar,Good,7.3,13465,508062,225337,Western Australia,Mining Company,True,False,10,269,11,0.444,1836,22.5
Crusher,JCB,Needs Repair,12.5,53363,719089,94772,Western Australia,Rental Company,True,False,8,161,9,0.132,4260,31.6
Bulldozer,Volvo,Good,2.2,2793,534139,361166,Chile,Construction Company,True,False,9,169,4,0.676,1279,79.6
Bulldozer,Caterpillar,Excellent,5.5,11100,640913,358439,Queensland,Mining Company,True,False,6,169,3,0.559,2005,22.7
Dump Truck,Caterpillar,Good,2.4,8322,542393,329976,Nevada USA,Mining Company,False,False,13,289,9,0.608,3415,31.3
Excavator,Komatsu,Excellent,7.9,14768,433372,197181,New South Wales,Mining Company,True,False,9,157,12,0.455,1860,14.3
Dump Truck,Caterpillar,Fair,21.9,78081,500724,46851,Alberta Canada,Rental Company,True,True,6,178,5,0.094,3568,11.8
Conveyor System,Komatsu,Good,6.1,30827,1413812,589488,Queensland,Equipment Dealer,True,False,9,180,6,0.417,5047,24.4
Dump Truck,Hitachi,Good,3.0,6548,388117,209770,South Africa,Mining Company,True,False,5,207,10,0.54,2172,34.1
Wheel Loader,Liebherr,Fair,6.2,11938,332764,127402,Nevada USA,Mining Company,True,False,10,226,2,0.383,1919,27.0
Wheel Loader,Hitachi,Good,4.6,9746,305716,170357,South Africa,Equipment Dealer,True,False,16,150,9,0.557,2110,18.2
Excavator,Liebherr,Good,1.9,3377,429451,299453,Western Australia,Mining Company,False,True,8,207,4,0.697,1787,47.4
Conveyor System,Liebherr,Good,12.5,76013,1062950,294787,New South Wales,Equipment Dealer,True,False,5,255,8,0.277,6088,15.5
Bulldozer,Generic,Good,1.5,1914,479757,340436,Alberta Canada,Rental Company,True,False,6,233,8,0.71,1315,32.6
Excavator,JCB,Needs Repair,5.6,8409,466242,113512,Alberta Canada,Mining Company,False,True,8,240,3,0.243,1513,21.3
Dump Truck,JCB,Excellent,1.2,3903,403851,344616,Nevada USA,Mining Company,True,True,10,186,2,0.853,3180,24.3
Wheel Loader,Liebherr,Fair,2.3,6580,332898,168699,Alberta Canada,Rental Company,True,False,12,213,2,0.507,2825,61.8
Wheel Loader,Generic,Good,2.8,7300,281006,179065,South Africa,Mining Company,False,False,12,172,4,0.637,2619,30.9
Crusher,Hitachi,Fair,14.5,60643,641487,104341,Queensland,Equipment Dealer,True,False,12,180,8,0.163,4182,29.3
Excavator,Caterpillar,Fair,1.7,3177,628859,329916,Chile,Rental Company,True,False,12,157,6,0.525,1821,24.7
Bulldozer,Liebherr,Fair,11.1,21807,651754,148933,Alberta Canada,Construction Company,False,False,8,233,9,0.229,1969,34.7
Crusher,Caterpillar,Excellent,4.2,17728,1038130,642403,Nevada USA,Mining Company,True,True,10,203,4,0.619,4202,32.2
Dump Truck,Komatsu,Needs Repair,11.6,26565,386680,64633,South Africa,Rental Company,True,False,10,192,4,0.167,2299,27.0
Excavator,Liebherr,Excellent,10.4,18773,447610,184527,Nevada USA,Equipment Dealer,True,False,7,119,3,0.412,1803,19.6
Crusher,JCB,Good,9.6,33475,839878,260394,South Africa,Equipment Dealer,False,False,7,165,8,0.31,3470,22.6
Excavator,Caterpillar,Fair,12.7,22892,432434,91283,New South Wales,Equipment Dealer,False,False,11,211,5,0.211,1808,14.6
Dump Truck,Hitachi,Good,13.1,45195,391903,105096,Chile,Mining Company,True,True,14,226,1,0.268,3448,10.8
Wheel Loader,Caterpillar,Fair,6.9,17700,326670,119061,Nevada USA,Rental Company,True,False,14,232,7,0.364,2559,25.1
Dump Truck,Caterpillar,Excellent,5.7,20440,505917,267632,Queensland,Mining Company,True,False,15,222,4,0.529,3573,21.0
Dump Truck,Komatsu,Good,3.4,12735,374253,231577,Western Australia,Mining Company,True,False,13,228,11,0.619,3766,25.8
Crusher,Liebherr,Fair,17.3,80647,925793,143962,Alberta Canada,Construction Company,True,False,9,196,9,0.156,4662,24.0
Excavator,Caterpillar,Fair,1.8,3433,436982,219035,Western Australia,Mining Company,False,False,10,169,6,0.501,1925,42.1
Excavator,Komatsu,Good,6.5,13356,476230,214445,Alberta Canada,Equipment Dealer,True,False,9,171,6,0.45,2051,19.8
Wheel Loader,Volvo,Good,7.7,12892,327392,118767,New South Wales,Construction Company,True,True,7,133,12,0.363,1680,28.3
Crusher,JCB,Fair,16.0,79730,885439,129075,Alberta Canada,Rental Company,True,False,11,192,2,0.146,4981,35.5
Dump Truck,JCB,Fair,12.6,33662,321686,66102,Chile,Mining Company,True,False,11,211,11,0.205,2666,16.8
Dump Truck,Volvo,Good,25.0,58108,395841,33857,South Africa,Rental Company,False,False,8,183,7,0.086,2324,21.4
Crusher,Caterpillar,Fair,9.3,32183,1146494,290083,New South Wales,Mining Company,True,False,8,152,10,0.253,3475,30.3
Bulldozer,Volvo,Fair,6.1,8045,598798,209721,Western Australia,Mining Company,True,False,7,115,11,0.35,1314,20.9
Conveyor System,Caterpillar,Good,11.6,59417,1281670,332643,Chile,Mining Company,False,False,4,182,7,0.26,5112,19.6
Wheel Loader,Caterpillar,Needs Repair,6.3,13051,453959,105709,Alberta Canada,Mining Company,False,False,10,181,5,0.233,2059,37.2
Dump Truck,Volvo,Needs Repair,4.2,11894,442275,122982,Western Australia,Equipment Dealer,True,False,8,124,5,0.278,2834,21.6
Bulldozer,Caterpillar,Excellent,13.4,28882,668501,209523,South Africa,Equipment Dealer,True,False,10,249,2,0.313,2149,22.4
Bulldozer,JCB,Good,8.4,17124,458625,176939,South Africa,Mining Company,True,False,6,308,7,0.386,2029,10.6
Excavator,Hitachi,Fair,24.9,36357,502634,39236,South Africa,Rental Company,True,True,13,229,3,0.078,1458,9.4
Crusher,Liebherr,Good,4.7,14854,1041419,521866,New South Wales,Mining Company,True,False,9,238,11,0.501,3131,44.5
Dump Truck,Komatsu,Fair,5.8,16486,356570,128064,Chile,Equipment Dealer,False,True,8,284,4,0.359,2830,24.2
Conveyor System,JCB,Fair,1.1,7006,1198924,718700,Queensland,Equipment Dealer,True,False,10,206,9,0.599,6133,42.9
Bulldozer,Volvo,Excellent,4.7,6956,458493,264555,New South Wales,Construction Company,True,False,7,121,7,0.577,1488,14.9
Bulldozer,Komatsu,Good,14.1,31620,667500,145798,Western Australia,Equipment Dealer,False,False,14,260,11,0.218,2236,17.9
Crusher,Liebherr,Excellent,15.0,48276,723573,200030,Chile,Mining Company,False,False,4,160,8,0.276,3225,17.8
Wheel Loader,Volvo,Good,6.6,17303,319860,128159,Western Australia,Mining Company,True,True,9,228,9,0.401,2619,12.0
Dump Truck,Caterpillar,Excellent,16.3,55632,492227,110231,Alberta Canada,Rental Company,True,True,8,136,6,0.224,3415,9.0
Excavator,JCB,Good,17.2,42392,418089,74607,Queensland,Equipment Dealer,True,False,9,125,5,0.178,2459,13.4
Crusher,Caterpillar,Excellent,3.8,15109,899382,599681,Nevada USA,Rental Company,True,True,9,219,3,0.667,4018,24.5
Dump Truck,Komatsu,Fair,23.3,52500,406843,34626,New South Wales,Rental Company,True,False,9,233,12,0.085,2254,13.9
Dump Truck,Liebherr,Good,5.0,15540,374835,169872,Nevada USA,Rental Company,False,True,14,288,2,0.453,3117,10.6
Dump Truck,JCB,Good,2.1,6708,432709,258761,Queensland,Mining Company,True,False,11,138,6,0.598,3262,37.8
Excavator,Hitachi,Fair,25.0,56578,458783,32654,Alberta Canada,Mining Company,True,True,6,151,12,0.071,2263,13.5
Dump Truck,JCB,Good,13.5,33568,338479,88503,New South Wales,Mining Company,True,True,6,186,7,0.261,2486,9.1
Crusher,Hitachi,Good,1.1,5336,782294,582166,Nevada USA,Equipment Dealer,True,False,14,151,4,0.744,4912,52.3
Bulldozer,Caterpillar,Good,3.0,6207,621527,379684,Western Australia,Mining Company,False,False,10,213,7,0.611,2036,52.5
Excavator,Caterpillar,Good,10.6,27642,509460,169827,Nevada USA,Equipment Dealer,True,True,9,171,6,0.333,2598,9.4
Crusher,Caterpillar,Good,2.6,11603,1031515,640449,South Africa,Equipment Dealer,True,False,10,185,11,0.621,4418,39.3
Crusher,Liebherr,Excellent,3.8,15122,947294,588047,Alberta Canada,Mining Company,True,True,10,220,2,0.621,3958,17.7
Wheel Loader,Volvo,Good,2.8,5925,362328,216506,Alberta Canada,Mining Company,False,False,10,280,12,0.598,2105,22.9
Wheel Loader,Caterpillar,Excellent,7.9,15347,409624,192423,Alberta Canada,Mining Company,True,False,7,156,7,0.47,1944,14.7
Wheel Loader,Komatsu,Fair,4.2,8732,421589,172203,Queensland,Equipment Dealer,True,True,13,232,8,0.408,2082,7.1
Excavator,Caterpillar,Fair,1.7,4317,509400,256736,Chile,Rental Company,True,False,11,158,7,0.504,2580,27.1
Dump Truck,Komatsu,Fair,2.5,8930,391838,194918,New South Wales,Equipment Dealer,True,False,4,307,4,0.497,3631,47.8
Bulldozer,Hitachi,Good,2.4,4309,540039,341522,Nevada USA,Mining Company,False,True,10,190,8,0.632,1827,61.2
Dump Truck,Caterpillar,Fair,2.1,7568,410512,201409,Nevada USA,Mining Company,True,False,13,202,7,0.491,3645,19.7
Conveyor System,Liebherr,Fair,16.7,112109,1079314,150206,Chile,Equipment Dealer,False,False,6,242,12,0.139,6724,17.1
Wheel Loader,JCB,Good,25.0,64025,331551,30066,Nevada USA,Construction Company,True,False,7,194,9,0.091,2561,19.9
Excavator,Liebherr,Needs Repair,3.3,7823,457830,132987,Queensland,Equipment Dealer,False,True,4,157,5,0.29,2391,32.7
Wheel Loader,Liebherr,Excellent,11.8,30573,417196,137965,Nevada USA,Equipment Dealer,True,True,6,201,2,0.331,2601,8.3
Dump Truck,Komatsu,Good,11.6,25628,453316,141213,Western Australia,Mining Company,True,False,9,331,6,0.312,2214,23.0
Crusher,Komatsu,Good,3.6,11562,913406,502752,South Africa,Mining Company,False,False,12,211,5,0.55,3191,36.9
Dump Truck,Komatsu,Fair,8.4,20235,423280,136648,Queensland,Rental Company,True,True,14,247,3,0.323,2404,22.5
Bulldozer,Caterpillar,Needs Repair,11.9,25827,552350,75265,Western Australia,Mining Company,False,False,5,180,9,0.136,2165,25.6
Dump Truck,Caterpillar,Excellent,24.6,81960,539362,66928,South Africa,Rental Company,True,False,4,184,9,0.124,3331,9.7
Crusher,Volvo,Good,8.5,33904,692434,245134,Chile,Equipment Dealer,False,True,7,220,4,0.354,4008,36.2
Crusher,JCB,Needs Repair,13.0,42434,823781,102111,South Africa,Equipment Dealer,False,False,10,137,11,0.124,3268,31.7
Bulldozer,Generic,Fair,4.2,7503,366192,139357,Nevada USA,Equipment Dealer,True,False,12,145,2,0.381,1770,19.9
Crusher,Liebherr,Fair,25.0,88011,745684,58218,Chile,Mining Company,True,False,10,178,12,0.078,3520,24.0
Crusher,Caterpillar,Good,6.4,31593,968012,468278,Nevada USA,Mining Company,False,False,11,132,11,0.484,4973,37.6
Wheel Loader,Volvo,Needs Repair,18.3,35001,355291,30226,Nevada USA,Rental Company,True,False,7,152,6,0.085,1912,21.4
Conveyor System,Liebherr,Good,5.3,39176,1249792,646024,New South Wales,Mining Company,True,True,7,208,1,0.517,7397,52.7
Conveyor System,Liebherr,Good,19.5,126704,1339371,207074,South Africa,Rental Company,True,False,5,179,7,0.155,6490,30.5
Wheel Loader,Caterpillar,Excellent,21.0,34505,445112,68289,Alberta Canada,Equipment Dealer,True,False,12,184,2,0.153,1645,7.8
Excavator,Liebherr,Good,14.2,26479,561072,125709,South Africa,Equipment Dealer,True,False,15,237,10,0.224,1864,7.6
Excavator,JCB,Excellent,9.5,20211,422845,164760,Queensland,Rental Company,True,True,12,217,11,0.39,2128,19.0
Dump Truck,Volvo,Excellent,8.5,28907,378053,157638,South Africa,Equipment Dealer,False,False,9,135,10,0.417,3391,28.4
Excavator,Caterpillar,Excellent,12.4,26196,563558,170384,South Africa,Equipment Dealer,False,False,3,179,2,0.302,2115,20.7
Conveyor System,Caterpillar,Fair,1.6,10331,1254905,610902,New South Wales,Mining Company,True,True,12,193,6,0.487,6355,35.7
Dump Truck,Caterpillar,Good,5.8,18183,489530,206027,Queensland,Mining Company,False,False,9,233,12,0.421,3119,20.3
Crusher,Komatsu,Fair,2.9,14735,1024368,453522,Alberta Canada,Equipment Dealer,False,False,13,219,8,0.443,5086,48.4
Dump Truck,Liebherr,Fair,6.0,22044,350083,130953,Chile,Rental Company,True,False,10,157,2,0.374,3657,26.3
Crusher,Generic,Fair,10.0,43050,671442,162493,Alberta Canada,Equipment Dealer,True,False,11,230,1,0.242,4300,20.3
Wheel Loader,Caterpillar,Good,15.9,26375,438978,86962,Alberta Canada,Construction Company,True,True,10,171,4,0.198,1656,25.7
Bulldozer,Caterpillar,Good,5.4,11052,660358,294719,Chile,Equipment Dealer,True,True,13,189,7,0.446,2030,17.1
Conveyor System,Komatsu,Good,8.0,45571,1217684,462382,Chile,Mining Company,True,False,7,264,8,0.38,5712,32.7
Conveyor System,Liebherr,Good,1.4,8508,1272152,897762,New South Wales,Equipment Dealer,False,False,11,167,3,0.706,6223,56.1
Conveyor System,Liebherr,Fair,9.9,59532,1435311,400428,Nevada USA,Rental Company,True,False,8,170,7,0.279,5991,40.6
Bulldozer,Generic,Needs Repair,16.2,25999,493214,52858,New South Wales,Rental Company,True,True,11,232,12,0.107,1601,15.2
Wheel Loader,Volvo,Good,1.2,3423,396363,292247,Western Australia,Mining Company,False,True,10,273,7,0.737,2769,24.7
Excavator,Volvo,Fair,9.3,17170,417363,120552,Chile,Equipment Dealer,True,True,7,222,6,0.289,1849,14.5
Dump Truck,Caterpillar,Good,8.2,21487,519466,182756,Queensland,Construction Company,True,False,12,245,12,0.352,2617,27.5
Dump Truck,Caterpillar,Fair,25.0,80702,525607,37879,Queensland,Equipment Dealer,True,False,6,115,10,0.072,3228,14.0
Wheel Loader,Caterpillar,Good,14.1,30336,436534,98149,New South Wales,Equipment Dealer,True,True,10,162,7,0.225,2157,14.2
Excavator,Volvo,Fair,9.5,23306,548340,150697,Chile,Mining Company,True,False,13,282,6,0.275,2454,17.9
Crusher,Liebherr,Good,9.4,33618,721700,242828,Queensland,Mining Company,False,False,10,276,6,0.336,3583,30.6
Dump Truck,Caterpillar,Good,2.5,8439,454195,254142,Chile,Rental Company,True,False,5,184,6,0.56,3323,52.3
Excavator,Komatsu,Good,17.1,39333,431486,81252,New South Wales,Equipment Dealer,True,False,12,152,5,0.188,2295,12.4
Bulldozer,Volvo,Good,20.5,40329,573335,84079,South Africa,Rental Company,False,True,8,53,2,0.147,1967,23.9
Crusher,Generic,Fair,10.1,30636,633400,177043,New South Wales,Mining Company,False,False,5,224,12,0.28,3047,31.0
Wheel Loader,Hitachi,Good,18.1,28842,374041,58233,South Africa,Rental Company,True,True,3,204,7,0.156,1593,9.3
Bulldozer,Volvo,Fair,22.9,48337,579378,50666,New South Wales,Mining Company,True,False,6,228,4,0.087,2107,19.4
Excavator,Komatsu,Needs Repair,18.5,34852,421930,32892,Nevada USA,Equipment Dealer,False,False,12,272,8,0.078,1886,10.1
Dump Truck,Generic,Needs Repair,13.7,44198,306440,42886,Western Australia,Rental Company,True,False,10,146,10,0.14,3232,25.5
Dump Truck,Caterpillar,Good,4.0,8519,366548,189851,Alberta Canada,Rental Company,True,False,5,141,11,0.518,2116,25.0
Crusher,Komatsu,Fair,14.4,47517,1067807,176810,New South Wales,Equipment Dealer,False,True,6,169,6,0.166,3308,16.0
Conveyor System,Volvo,Needs Repair,1.4,6130,1458505,559758,Nevada USA,Equipment Dealer,True,False,6,159,5,0.384,4334,51.7
Bulldozer,Liebherr,Fair,1.0,2332,539776,288212,Nevada USA,Rental Company,False,False,4,273,8,0.534,2314,75.1
Bulldozer,Hitachi,Good,5.6,9921,473975,217293,Western Australia,Mining Company,True,False,6,197,8,0.458,1768,20.0
Conveyor System,Caterpillar,Fair,13.8,104344,1499910,271872,New South Wales,Equipment Dealer,True,False,9,312,8,0.181,7581,19.8
Wheel Loader,Generic,Good,7.6,17523,229449,95791,Chile,Mining Company,True,False,3,267,7,0.417,2311,16.4
Excavator,Liebherr,Fair,15.3,36947,463034,82170,Alberta Canada,Equipment Dealer,True,False,11,202,8,0.177,2416,8.3
Conveyor System,Caterpillar,Fair,22.1,147427,1544319,138638,Alberta Canada,Mining Company,True,True,8,199,2,0.09,6671,15.4
Conveyor System,Liebherr,Excellent,2.5,19394,1439098,956776,Nevada USA,Mining Company,False,False,16,210,11,0.665,7761,24.6
Bulldozer,JCB,Good,2.9,3963,533440,327571,Alberta Canada,Rental Company,False,True,10,119,5,0.614,1358,30.2
Conveyor System,Komatsu,Excellent,1.9,12607,1345616,947395,South Africa,Rental Company,False,False,13,134,4,0.704,6531,44.2
Excavator,Liebherr,Good,1.8,3252,450293,291901,Alberta Canada,Mining Company,True,False,11,187,5,0.648,1832,22.2
Excavator,Caterpillar,Fair,1.1,1524,563937,327129,Nevada USA,Mining Company,False,False,7,169,9,0.58,1412,45.5
Dump Truck,Komatsu,Good,2.1,7268,357689,209378,Alberta Canada,Construction Company,True,True,13,147,4,0.585,3455,17.7
Crusher,Komatsu,Excellent,10.9,55381,965995,329338,Queensland,Equipment Dealer,True,False,5,225,12,0.341,5095,11.3
Wheel Loader,Hitachi,Needs Repair,15.6,35466,280759,31737,Nevada USA,Mining Company,False,False,7,216,4,0.113,2276,58.0
Bulldozer,Hitachi,Fair,3.8,6940,590746,236087,Western Australia,Mining Company,True,False,10,228,9,0.4,1831,15.2
Wheel Loader,Caterpillar,Fair,15.6,41084,330635,55592,Nevada USA,Mining Company,True,False,14,240,4,0.168,2639,20.8
Wheel Loader,Caterpillar,Good,5.4,8864,339870,150846,Alberta Canada,Rental Company,True,True,12,162,1,0.444,1635,16.8
Dump Truck,JCB,Excellent,17.3,48091,415962,92440,New South Wales,Mining Company,True,True,9,178,5,0.222,2778,11.4
Wheel Loader,Komatsu,Excellent,1.5,3705,436428,348859,Chile,Construction Company,False,False,7,222,12,0.799,2396,26.9
Crusher,Komatsu,Fair,3.1,11944,1063494,444581,Nevada USA,Rental Company,False,False,3,174,9,0.418,3827,56.8
Dump Truck,Hitachi,Good,4.0,9148,325809,188039,South Africa,Equipment Dealer,True,True,6,161,6,0.577,2271,18.1
Crusher,Komatsu,Good,2.5,12761,776703,505514,Queensland,Mining Company,True,False,15,218,12,0.651,5005,33.1
